created_index,created_time,zone_type,low,high,touches,score,label
112912,2025-07-17 23:45:00,support,1.160692,1.161494,25,24,weak
112913,2025-07-18 00:00:00,resistance,1.159315,1.163458,121,24,weak
112913,2025-07-18 00:00:00,support,1.160692,1.161494,26,24,weak
112914,2025-07-18 00:15:00,resistance,1.159315,1.163458,122,24,weak
112914,2025-07-18 00:15:00,support,1.160692,1.161494,27,24,weak
112915,2025-07-18 00:30:00,resistance,1.159315,1.163458,123,24,weak
112915,2025-07-18 00:30:00,support,1.160692,1.161494,28,24,weak
112916,2025-07-18 00:45:00,resistance,1.159315,1.163458,124,24,weak
112916,2025-07-18 00:45:00,support,1.160692,1.161494,29,24,weak
112917,2025-07-18 01:00:00,resistance,1.159315,1.163458,125,24,weak
112917,2025-07-18 01:00:00,support,1.160692,1.161494,30,24,weak
112918,2025-07-18 01:15:00,resistance,1.159315,1.163458,126,24,weak
112918,2025-07-18 01:15:00,support,1.160692,1.161494,31,24,weak
112919,2025-07-18 01:30:00,resistance,1.159315,1.163458,127,24,weak
112919,2025-07-18 01:30:00,support,1.160692,1.161494,32,24,weak
112920,2025-07-18 01:45:00,resistance,1.159315,1.163458,128,24,weak
112920,2025-07-18 01:45:00,support,1.160692,1.161494,33,24,weak
112921,2025-07-18 02:00:00,resistance,1.159315,1.163458,129,24,weak
112921,2025-07-18 02:00:00,support,1.160692,1.161494,34,24,weak
112922,2025-07-18 02:15:00,resistance,1.159315,1.163458,130,24,weak
112922,2025-07-18 02:15:00,support,1.160692,1.161494,35,24,weak
112927,2025-07-18 03:30:00,support,1.160692,1.161496,36,24,weak
112936,2025-07-18 05:45:00,resistance,1.16356,1.164707,7,24,weak
112941,2025-07-18 07:00:00,support,1.163099,1.164615,12,24,weak
112957,2025-07-18 11:00:00,resistance,1.167034,1.167874,6,44,weak
112963,2025-07-18 12:30:00,resistance,1.165374,1.167365,9,24,weak
112971,2025-07-18 14:30:00,support,1.160692,1.161929,37,24,weak
112979,2025-07-18 16:30:00,support,1.160692,1.161929,38,24,weak
112989,2025-07-20 19:00:00,resistance,1.159315,1.16368,131,24,weak
112992,2025-07-20 19:45:00,support,1.161542,1.162657,16,24,weak
112998,2025-07-20 21:15:00,resistance,1.159315,1.163748,132,24,weak
113005,2025-07-20 23:00:00,support,1.160692,1.161929,39,24,weak
113025,2025-07-21 04:00:00,resistance,1.16356,1.164849,8,24,weak
113027,2025-07-21 04:30:00,support,1.163099,1.164615,13,24,weak
113031,2025-07-21 05:30:00,resistance,1.165109,1.167365,10,24,weak
113038,2025-07-21 07:15:00,support,1.163099,1.164615,14,24,weak
113045,2025-07-21 09:00:00,resistance,1.167034,1.167874,7,30,weak
113049,2025-07-21 10:00:00,support,1.165654,1.168482,28,24,weak
113058,2025-07-21 12:15:00,resistance,1.171519,1.180161,136,24,weak
113067,2025-07-21 14:30:00,support,1.167085,1.171815,58,24,weak
113072,2025-07-21 15:45:00,support,1.167085,1.171815,59,24,weak
113073,2025-07-21 16:00:00,resistance,1.168323,1.170326,43,24,weak
113078,2025-07-21 17:15:00,support,1.167085,1.171815,60,24,weak
113081,2025-07-21 18:00:00,resistance,1.168323,1.170326,44,24,weak
113085,2025-07-21 19:00:00,support,1.167085,1.171815,61,24,weak
113092,2025-07-21 20:45:00,resistance,1.168323,1.170326,45,24,weak
113094,2025-07-21 21:15:00,support,1.167085,1.171815,62,24,weak
113099,2025-07-21 22:30:00,support,1.167085,1.171815,63,24,weak
113102,2025-07-21 23:15:00,resistance,1.168323,1.170326,46,24,weak
113105,2025-07-22 00:00:00,support,1.167085,1.171815,64,24,weak
113112,2025-07-22 01:45:00,resistance,1.168323,1.170326,47,24,weak
113116,2025-07-22 02:45:00,support,1.167085,1.171815,65,24,weak
113124,2025-07-22 04:45:00,support,1.167085,1.171815,66,24,weak
113127,2025-07-22 05:30:00,resistance,1.170234,1.171628,15,24,weak
113133,2025-07-22 07:00:00,resistance,1.170835,1.176084,64,24,weak
113141,2025-07-22 09:00:00,resistance,1.170365,1.176084,65,24,weak
113145,2025-07-22 10:00:00,support,1.167085,1.171815,67,24,weak
113159,2025-07-22 13:30:00,resistance,1.171519,1.180161,137,24,weak
113165,2025-07-22 15:00:00,support,1.174087,1.177318,76,24,weak
113176,2025-07-22 17:45:00,resistance,1.171519,1.180161,138,24,weak
113186,2025-07-22 20:15:00,resistance,1.171519,1.180161,139,24,weak
113190,2025-07-22 21:15:00,support,1.169881,1.174407,109,24,weak
113193,2025-07-22 22:00:00,resistance,1.171519,1.180161,140,24,weak
113196,2025-07-22 22:45:00,support,1.169881,1.174407,110,24,weak
113203,2025-07-23 00:30:00,resistance,1.171519,1.180161,141,24,weak
113212,2025-07-23 02:45:00,support,1.169881,1.174407,111,24,weak
113218,2025-07-23 04:15:00,resistance,1.171519,1.180161,142,24,weak
113228,2025-07-23 06:45:00,resistance,1.171519,1.180161,143,24,weak
113232,2025-07-23 07:45:00,support,1.169881,1.174407,112,24,weak
113238,2025-07-23 09:15:00,resistance,1.171519,1.180161,144,24,weak
113243,2025-07-23 10:30:00,support,1.169881,1.174407,113,24,weak
113251,2025-07-23 12:30:00,support,1.169881,1.174407,114,24,weak
113265,2025-07-23 16:00:00,resistance,1.171519,1.180161,145,24,weak
113267,2025-07-23 16:30:00,support,1.175974,1.180504,81,24,weak
113270,2025-07-23 17:15:00,resistance,1.171519,1.180161,146,24,weak
113272,2025-07-23 17:45:00,support,1.175974,1.180504,82,24,weak
113283,2025-07-23 20:30:00,resistance,1.171519,1.180161,147,24,weak
113288,2025-07-23 21:45:00,support,1.175974,1.180504,83,24,weak
113291,2025-07-23 22:30:00,resistance,1.177861,1.185403,169,24,weak
113295,2025-07-23 23:30:00,support,1.175974,1.180504,84,24,weak
113300,2025-07-24 00:45:00,resistance,1.177861,1.185403,170,24,weak
113306,2025-07-24 02:15:00,resistance,1.177762,1.185403,171,24,weak
113313,2025-07-24 04:00:00,support,1.174087,1.177318,77,24,weak
113315,2025-07-24 04:30:00,resistance,1.171519,1.180161,148,24,weak
113327,2025-07-24 07:30:00,support,1.174087,1.177318,78,24,weak
113337,2025-07-24 10:00:00,support,1.169881,1.174407,115,24,weak
113341,2025-07-24 11:00:00,resistance,1.177762,1.185403,172,24,weak
113342,2025-07-24 11:15:00,resistance,1.177762,1.185403,173,24,weak
113346,2025-07-24 12:15:00,support,1.175254,1.180504,85,24,weak
113356,2025-07-24 14:45:00,resistance,1.177676,1.185403,174,24,weak
113358,2025-07-24 15:15:00,support,1.175254,1.180504,86,24,weak
113362,2025-07-24 16:15:00,resistance,1.171519,1.180161,149,24,weak
113369,2025-07-24 18:00:00,support,1.173849,1.177318,79,24,weak
113384,2025-07-24 21:45:00,resistance,1.171519,1.180161,150,24,weak
113392,2025-07-24 23:45:00,support,1.169881,1.174407,116,24,weak
113397,2025-07-25 01:00:00,resistance,1.171519,1.180161,151,24,weak
113399,2025-07-25 01:30:00,support,1.169881,1.174407,117,24,weak
113407,2025-07-25 03:30:00,resistance,1.171519,1.180161,152,24,weak
113417,2025-07-25 06:00:00,support,1.169881,1.174407,118,24,weak
113426,2025-07-25 08:15:00,support,1.169881,1.174407,119,24,weak
113433,2025-07-25 10:00:00,support,1.169881,1.174407,120,24,weak
113442,2025-07-25 12:15:00,resistance,1.171519,1.180161,153,24,weak
113446,2025-07-25 13:15:00,support,1.169881,1.174407,121,24,weak
113458,2025-07-25 16:15:00,resistance,1.171519,1.180161,154,24,weak
113462,2025-07-27 17:15:00,support,1.173691,1.177318,80,24,weak
113469,2025-07-27 19:00:00,resistance,1.171519,1.180161,155,24,weak
113470,2025-07-27 19:15:00,support,1.175012,1.180504,87,24,weak
113478,2025-07-27 21:15:00,resistance,1.171519,1.180161,156,24,weak
113486,2025-07-27 23:15:00,support,1.173691,1.177318,81,24,weak
113488,2025-07-27 23:45:00,resistance,1.171519,1.180161,157,24,weak
113493,2025-07-28 01:00:00,resistance,1.171519,1.180161,158,24,weak
113502,2025-07-28 03:15:00,support,1.169881,1.174407,122,24,weak
113508,2025-07-28 04:45:00,support,1.166853,1.171815,68,24,weak
113523,2025-07-28 08:30:00,support,1.163099,1.164615,15,30,weak
113527,2025-07-28 09:30:00,resistance,1.166338,1.167874,8,30,weak
113532,2025-07-28 10:45:00,support,1.162394,1.164615,16,24,weak
113536,2025-07-28 11:45:00,resistance,1.164561,1.167365,11,24,weak
113549,2025-07-28 15:00:00,support,1.155537,1.16103,98,24,weak
113553,2025-07-28 16:00:00,resistance,1.159315,1.163748,133,24,weak
113555,2025-07-28 16:30:00,support,1.155537,1.16103,99,24,weak
113559,2025-07-28 17:30:00,resistance,1.159315,1.163748,134,24,weak
113560,2025-07-28 17:45:00,support,1.155537,1.16103,100,24,weak
113565,2025-07-28 19:00:00,support,1.155537,1.16103,101,24,weak
113573,2025-07-28 21:00:00,resistance,1.159315,1.163748,135,24,weak
113577,2025-07-28 22:00:00,support,1.155537,1.16103,102,24,weak
113582,2025-07-28 23:15:00,resistance,1.159315,1.163748,136,24,weak
113590,2025-07-29 01:15:00,support,1.155537,1.16103,103,24,weak
113595,2025-07-29 02:30:00,resistance,1.158913,1.163748,137,24,weak
113601,2025-07-29 04:00:00,support,1.151566,1.154712,24,24,weak
113615,2025-07-29 07:30:00,resistance,1.158661,1.163748,138,24,weak
113626,2025-07-29 10:15:00,support,1.151566,1.154712,25,24,weak
113629,2025-07-29 11:00:00,resistance,1.153379,1.158782,48,24,weak
113633,2025-07-29 12:00:00,support,1.151566,1.154712,26,24,weak
113642,2025-07-29 14:15:00,resistance,1.153379,1.158782,49,24,weak
113645,2025-07-29 15:00:00,support,1.151566,1.154712,27,24,weak
113650,2025-07-29 16:15:00,resistance,1.153379,1.158782,50,24,weak
113656,2025-07-29 17:45:00,support,1.151566,1.154712,28,24,weak
113664,2025-07-29 19:45:00,resistance,1.153379,1.158782,51,24,weak
113668,2025-07-29 20:45:00,support,1.15461,1.156918,28,24,weak
113674,2025-07-29 22:15:00,resistance,1.153379,1.158782,52,24,weak
113675,2025-07-29 22:30:00,support,1.155537,1.16103,104,24,weak
113681,2025-07-30 00:00:00,resistance,1.153379,1.158782,53,24,weak
113691,2025-07-30 02:30:00,resistance,1.153379,1.158782,54,24,weak
113693,2025-07-30 03:00:00,support,1.151566,1.154712,29,24,weak
113697,2025-07-30 04:00:00,resistance,1.153379,1.158782,55,24,weak
113702,2025-07-30 05:15:00,support,1.15461,1.156918,29,24,weak
113705,2025-07-30 06:00:00,resistance,1.153379,1.158782,56,24,weak
113724,2025-07-30 10:45:00,support,1.145151,1.146566,9,30,weak
113730,2025-07-30 12:15:00,resistance,1.1467,1.150297,32,24,weak
113732,2025-07-30 12:45:00,support,1.146225,1.149319,20,24,weak
113743,2025-07-30 15:30:00,resistance,1.150073,1.154264,30,24,weak
113752,2025-07-30 17:45:00,support,1.139839,1.143859,50,24,weak
113766,2025-07-30 21:15:00,resistance,1.143555,1.147965,29,24,weak
113772,2025-07-30 22:45:00,resistance,1.143555,1.147965,30,24,weak
113777,2025-07-31 00:00:00,resistance,1.143294,1.147965,31,24,weak
113778,2025-07-31 00:15:00,support,1.139839,1.143859,51,24,weak
113792,2025-07-31 03:45:00,resistance,1.143294,1.147965,32,24,weak
113796,2025-07-31 04:45:00,support,1.142508,1.144374,29,24,weak
113807,2025-07-31 07:30:00,support,1.141933,1.144374,30,24,weak
113813,2025-07-31 09:00:00,resistance,1.143294,1.147965,33,24,weak
113819,2025-07-31 10:30:00,support,1.139839,1.143859,52,24,weak
113824,2025-07-31 11:45:00,resistance,1.143294,1.147965,34,24,weak
113826,2025-07-31 12:15:00,resistance,1.143294,1.147965,35,24,weak
113834,2025-07-31 14:15:00,support,1.139839,1.143859,53,24,weak
113839,2025-07-31 15:30:00,resistance,1.143207,1.147965,36,24,weak
113845,2025-07-31 17:00:00,support,1.139839,1.143859,54,24,weak
113858,2025-07-31 20:15:00,support,1.139839,1.143859,55,24,weak
113864,2025-07-31 21:45:00,resistance,1.142764,1.147965,37,24,weak
113868,2025-07-31 22:45:00,support,1.139839,1.143859,56,24,weak
113873,2025-08-01 00:00:00,resistance,1.133242,1.143088,195,24,weak
113880,2025-08-01 01:45:00,support,1.139839,1.143859,57,24,weak
113887,2025-08-01 03:30:00,resistance,1.142764,1.147965,38,24,weak
113900,2025-08-01 06:45:00,support,1.128218,1.139526,166,24,weak
113905,2025-08-01 08:00:00,resistance,1.133242,1.143088,196,24,weak
113910,2025-08-01 09:15:00,support,1.138764,1.143859,58,24,weak
113917,2025-08-01 11:00:00,resistance,1.158344,1.163748,139,24,weak
113923,2025-08-01 12:30:00,support,1.151566,1.154712,30,24,weak
113931,2025-08-01 14:30:00,support,1.151442,1.154712,31,24,weak
113943,2025-08-03 17:30:00,resistance,1.158344,1.163748,140,24,weak
113949,2025-08-03 19:00:00,resistance,1.158344,1.163748,141,24,weak
113956,2025-08-03 20:45:00,resistance,1.158344,1.163748,142,24,weak
113962,2025-08-03 22:15:00,support,1.15461,1.156918,30,24,weak
113970,2025-08-04 00:15:00,resistance,1.158344,1.163748,143,24,weak
113975,2025-08-04 01:30:00,resistance,1.158344,1.163748,144,24,weak
113982,2025-08-04 03:15:00,resistance,1.158179,1.163748,145,24,weak
113991,2025-08-04 05:30:00,support,1.15461,1.156918,31,24,weak
113995,2025-08-04 06:30:00,resistance,1.15759,1.163748,146,24,weak
113998,2025-08-04 07:15:00,support,1.155355,1.16103,105,24,weak
114002,2025-08-04 08:15:00,resistance,1.15759,1.163748,147,24,weak
114005,2025-08-04 09:00:00,support,1.155355,1.16103,106,24,weak
114008,2025-08-04 09:45:00,resistance,1.15759,1.163748,148,24,weak
114016,2025-08-04 11:45:00,support,1.155355,1.16103,107,24,weak
114022,2025-08-04 13:15:00,support,1.155355,1.16103,108,24,weak
114028,2025-08-04 14:45:00,support,1.155355,1.16103,109,24,weak
114030,2025-08-04 15:15:00,resistance,1.15759,1.163748,149,24,weak
114036,2025-08-04 16:45:00,support,1.155355,1.16103,110,24,weak
114038,2025-08-04 17:15:00,resistance,1.157533,1.163748,150,24,weak
114042,2025-08-04 18:15:00,support,1.155355,1.16103,111,24,weak
114053,2025-08-04 21:00:00,resistance,1.157533,1.163748,151,24,weak
114069,2025-08-05 01:00:00,support,1.15534,1.16103,112,24,weak
114077,2025-08-05 03:00:00,support,1.151442,1.154712,32,24,weak
114082,2025-08-05 04:15:00,resistance,1.153379,1.158782,57,24,weak
114089,2025-08-05 06:00:00,support,1.151442,1.154712,33,24,weak
114092,2025-08-05 06:45:00,resistance,1.153379,1.158782,58,24,weak
114099,2025-08-05 08:30:00,support,1.151442,1.154712,34,24,weak
114101,2025-08-05 09:00:00,resistance,1.153379,1.158782,59,24,weak
114109,2025-08-05 11:00:00,support,1.151442,1.154712,35,24,weak
114119,2025-08-05 13:30:00,resistance,1.157533,1.163748,152,24,weak
114129,2025-08-05 16:00:00,support,1.15534,1.16103,113,24,weak
114136,2025-08-05 17:45:00,resistance,1.157533,1.163748,153,24,weak
114143,2025-08-05 19:30:00,support,1.15534,1.16103,114,24,weak
114149,2025-08-05 21:00:00,resistance,1.157533,1.163748,154,24,weak
114157,2025-08-05 23:00:00,support,1.15534,1.16103,115,24,weak
114168,2025-08-06 01:45:00,resistance,1.157533,1.163748,155,24,weak
114172,2025-08-06 02:45:00,support,1.15534,1.16103,116,24,weak
114175,2025-08-06 03:30:00,resistance,1.157533,1.163748,156,24,weak
114178,2025-08-06 04:15:00,support,1.15534,1.16103,117,24,weak
114181,2025-08-06 05:00:00,resistance,1.157533,1.163748,157,24,weak
114183,2025-08-06 05:30:00,support,1.15534,1.16103,118,24,weak
114195,2025-08-06 08:30:00,resistance,1.157533,1.163748,158,24,weak
114211,2025-08-06 12:30:00,support,1.162075,1.164615,17,24,weak
114213,2025-08-06 13:00:00,resistance,1.164561,1.167365,12,24,weak
114216,2025-08-06 13:45:00,support,1.162075,1.164615,18,24,weak
114224,2025-08-06 15:45:00,resistance,1.166338,1.167874,9,24,weak
114231,2025-08-06 17:30:00,support,1.164705,1.165137,3,62,medium
114236,2025-08-06 18:45:00,support,1.165361,1.168482,29,24,weak
114238,2025-08-06 19:15:00,resistance,1.166338,1.167874,10,24,weak
114249,2025-08-06 22:00:00,support,1.164705,1.165137,4,58,medium
114253,2025-08-06 23:00:00,resistance,1.166338,1.167874,11,24,weak
114258,2025-08-07 00:15:00,support,1.165236,1.168482,30,24,weak
114263,2025-08-07 01:30:00,resistance,1.166338,1.167874,12,24,weak
114270,2025-08-07 03:15:00,support,1.166712,1.171815,69,24,weak
114277,2025-08-07 05:00:00,resistance,1.169741,1.171628,16,24,weak
114289,2025-08-07 08:00:00,resistance,1.167505,1.168677,6,38,weak
114291,2025-08-07 08:30:00,support,1.162075,1.164615,19,24,weak
114295,2025-08-07 09:30:00,resistance,1.166029,1.167874,13,30,weak
114305,2025-08-07 12:00:00,support,1.15534,1.161332,119,24,weak
114310,2025-08-07 13:15:00,resistance,1.164285,1.167365,13,24,weak
114321,2025-08-07 16:00:00,support,1.1618,1.164615,20,24,weak
114327,2025-08-07 17:30:00,resistance,1.166997,1.168677,7,24,weak
114331,2025-08-07 18:30:00,support,1.165236,1.168482,31,24,weak
114341,2025-08-07 21:00:00,resistance,1.166997,1.168677,8,24,weak
114348,2025-08-07 22:45:00,support,1.165236,1.168482,32,24,weak
114352,2025-08-07 23:45:00,resistance,1.166029,1.167874,14,24,weak
114353,2025-08-08 00:00:00,support,1.165236,1.168482,33,24,weak
114358,2025-08-08 01:15:00,resistance,1.166029,1.167874,15,24,weak
114364,2025-08-08 02:45:00,support,1.1618,1.164615,21,24,weak
114371,2025-08-08 04:30:00,resistance,1.166029,1.167874,16,24,weak
114379,2025-08-08 06:30:00,support,1.1618,1.164615,22,24,weak
114381,2025-08-08 07:00:00,resistance,1.164285,1.167365,14,24,weak
114384,2025-08-08 07:45:00,support,1.1618,1.164615,23,24,weak
114392,2025-08-08 09:45:00,support,1.1618,1.164615,24,24,weak
114402,2025-08-08 12:15:00,resistance,1.166657,1.168677,9,24,weak
114406,2025-08-08 13:15:00,support,1.164839,1.168482,34,24,weak
114411,2025-08-08 14:30:00,resistance,1.166561,1.168677,10,24,weak
114412,2025-08-08 14:45:00,resistance,1.16656,1.168677,11,24,weak
114419,2025-08-08 16:30:00,support,1.1618,1.164615,25,24,weak
114425,2025-08-10 18:00:00,resistance,1.164285,1.167365,15,24,weak
114431,2025-08-10 19:30:00,support,1.1618,1.164615,26,24,weak
114434,2025-08-10 20:15:00,resistance,1.164285,1.167365,16,24,weak
114440,2025-08-10 21:45:00,support,1.1618,1.164615,27,24,weak
114454,2025-08-11 01:15:00,resistance,1.16656,1.168677,12,24,weak
114461,2025-08-11 03:00:00,resistance,1.16656,1.168677,13,24,weak
114469,2025-08-11 05:00:00,support,1.1618,1.164615,28,24,weak
114471,2025-08-11 05:30:00,resistance,1.165937,1.167874,17,24,weak
114476,2025-08-11 06:45:00,support,1.1618,1.164615,29,24,weak
114480,2025-08-11 07:45:00,resistance,1.164285,1.167365,17,24,weak
114486,2025-08-11 09:15:00,support,1.15534,1.16155,120,24,weak
114492,2025-08-11 10:45:00,resistance,1.157533,1.163748,159,24,weak
114497,2025-08-11 12:00:00,support,1.15534,1.16155,121,24,weak
114502,2025-08-11 13:15:00,resistance,1.157533,1.163748,160,24,weak
114506,2025-08-11 14:15:00,support,1.15534,1.16155,122,24,weak
114511,2025-08-11 15:30:00,resistance,1.157533,1.163748,161,24,weak
114516,2025-08-11 16:45:00,support,1.15534,1.16155,123,24,weak
114520,2025-08-11 17:45:00,resistance,1.157533,1.163748,162,24,weak
114525,2025-08-11 19:00:00,resistance,1.157533,1.163748,163,24,weak
114528,2025-08-11 19:45:00,support,1.15534,1.16155,124,24,weak
114534,2025-08-11 21:15:00,support,1.15534,1.16155,125,24,weak
114539,2025-08-11 22:30:00,resistance,1.157533,1.163748,164,24,weak
114542,2025-08-11 23:15:00,resistance,1.157533,1.163748,165,24,weak
114551,2025-08-12 01:30:00,support,1.15534,1.16166,126,24,weak
114553,2025-08-12 02:00:00,resistance,1.157533,1.163748,166,24,weak
114561,2025-08-12 04:00:00,support,1.15534,1.16166,127,24,weak
114563,2025-08-12 04:30:00,resistance,1.157533,1.163748,167,24,weak
114572,2025-08-12 06:45:00,support,1.15534,1.16166,128,24,weak
114580,2025-08-12 08:45:00,support,1.15534,1.16166,129,24,weak
114588,2025-08-12 10:45:00,resistance,1.166489,1.168677,14,30,weak
114596,2025-08-12 12:45:00,resistance,1.16946,1.176084,66,24,weak
114609,2025-08-12 16:00:00,support,1.16635,1.171815,70,24,weak
114617,2025-08-12 18:00:00,resistance,1.166489,1.168677,15,24,weak
114620,2025-08-12 18:45:00,support,1.16635,1.171815,71,24,weak
114630,2025-08-12 21:15:00,support,1.16635,1.171815,72,24,weak
114633,2025-08-12 22:00:00,resistance,1.168323,1.170326,48,24,weak
114637,2025-08-12 23:00:00,support,1.16635,1.171815,73,24,weak
114644,2025-08-13 00:45:00,resistance,1.168323,1.170326,49,24,weak
114651,2025-08-13 02:30:00,support,1.16635,1.171815,74,24,weak
114668,2025-08-13 06:45:00,resistance,1.171519,1.180161,159,24,weak
114674,2025-08-13 08:15:00,support,1.169881,1.174407,123,24,weak
114678,2025-08-13 09:15:00,resistance,1.171519,1.180161,160,24,weak
114681,2025-08-13 10:00:00,support,1.16635,1.171815,75,24,weak
114687,2025-08-13 11:30:00,resistance,1.171519,1.180161,161,24,weak
114703,2025-08-13 15:30:00,support,1.16635,1.171815,76,24,weak
114715,2025-08-13 18:30:00,support,1.169881,1.174407,124,24,weak
114725,2025-08-13 21:00:00,resistance,1.171448,1.180161,162,24,weak
114730,2025-08-13 22:15:00,resistance,1.171448,1.180161,163,24,weak
114735,2025-08-13 23:30:00,support,1.169837,1.174407,125,24,weak
114742,2025-08-14 01:15:00,resistance,1.16946,1.176084,67,24,weak
114750,2025-08-14 03:15:00,resistance,1.16946,1.176084,68,24,weak
114760,2025-08-14 05:45:00,support,1.16635,1.171815,77,24,weak
114767,2025-08-14 07:30:00,resistance,1.16946,1.176084,69,24,weak
114775,2025-08-14 09:30:00,support,1.164757,1.168482,35,24,weak
114781,2025-08-14 11:00:00,support,1.1618,1.164615,30,24,weak
114783,2025-08-14 11:30:00,resistance,1.166418,1.168677,16,24,weak
114792,2025-08-14 13:45:00,support,1.1618,1.164615,31,24,weak
114794,2025-08-14 14:15:00,resistance,1.164223,1.167365,18,24,weak
114803,2025-08-14 16:30:00,resistance,1.164223,1.167365,19,24,weak
114805,2025-08-14 17:00:00,resistance,1.164223,1.167365,20,24,weak
114807,2025-08-14 17:30:00,support,1.1618,1.164615,32,24,weak
114813,2025-08-14 19:00:00,resistance,1.164223,1.167365,21,24,weak
114817,2025-08-14 20:00:00,support,1.164581,1.168482,36,24,weak
114828,2025-08-14 22:45:00,resistance,1.165728,1.167874,18,24,weak
114836,2025-08-15 00:45:00,resistance,1.166406,1.168677,17,24,weak
114839,2025-08-15 01:30:00,support,1.164581,1.168482,37,24,weak
114864,2025-08-15 07:45:00,support,1.16635,1.171815,78,24,weak
114871,2025-08-15 09:30:00,support,1.16635,1.171815,79,24,weak
114879,2025-08-15 11:30:00,resistance,1.171336,1.180161,164,24,weak
114893,2025-08-15 15:00:00,support,1.169797,1.174407,126,24,weak
114894,2025-08-15 15:15:00,resistance,1.16946,1.176084,70,24,weak
114898,2025-08-15 16:15:00,support,1.169797,1.174407,127,24,weak
114909,2025-08-17 19:00:00,resistance,1.171336,1.180161,165,24,weak
114918,2025-08-17 21:15:00,resistance,1.16946,1.176084,71,24,weak
114923,2025-08-17 22:30:00,support,1.16635,1.171815,80,24,weak
114925,2025-08-17 23:00:00,resistance,1.16946,1.176084,72,24,weak
114936,2025-08-18 01:45:00,resistance,1.16946,1.176084,73,24,weak
114947,2025-08-18 04:30:00,resistance,1.16946,1.176084,74,24,weak
114949,2025-08-18 05:00:00,support,1.16635,1.171815,81,24,weak
114956,2025-08-18 06:45:00,support,1.16635,1.171815,82,24,weak
114961,2025-08-18 08:00:00,resistance,1.168323,1.170326,50,24,weak
114967,2025-08-18 09:30:00,support,1.16635,1.171815,83,24,weak
114973,2025-08-18 11:00:00,resistance,1.168323,1.170326,51,24,weak
114976,2025-08-18 11:45:00,support,1.165924,1.171815,84,24,weak
114984,2025-08-18 13:45:00,support,1.1655,1.171815,85,24,weak
114992,2025-08-18 15:45:00,support,1.1655,1.171815,86,24,weak
114995,2025-08-18 16:30:00,resistance,1.166406,1.168677,18,24,weak
115004,2025-08-18 18:45:00,support,1.1655,1.171815,87,24,weak
115005,2025-08-18 19:00:00,resistance,1.166406,1.168677,19,24,weak
115014,2025-08-18 21:15:00,resistance,1.166406,1.168677,20,24,weak
115019,2025-08-18 22:30:00,support,1.1618,1.164615,33,24,weak
115035,2025-08-19 02:30:00,resistance,1.166406,1.168677,21,24,weak
115037,2025-08-19 03:00:00,support,1.164581,1.168482,38,24,weak
115045,2025-08-19 05:00:00,resistance,1.168322,1.170326,52,24,weak
115048,2025-08-19 05:45:00,support,1.1655,1.171815,88,24,weak
115057,2025-08-19 08:00:00,resistance,1.169192,1.176084,75,24,weak
115074,2025-08-19 12:15:00,resistance,1.166406,1.168677,22,24,weak
115079,2025-08-19 13:30:00,support,1.165333,1.171815,89,24,weak
115088,2025-08-19 15:45:00,support,1.1618,1.164615,34,24,weak
115099,2025-08-19 18:30:00,resistance,1.164223,1.167365,22,24,weak
115099,2025-08-19 18:30:00,support,1.164392,1.168482,39,24,weak
115109,2025-08-19 21:00:00,support,1.1618,1.164615,35,24,weak
115120,2025-08-19 23:45:00,support,1.1618,1.164615,36,24,weak
115125,2025-08-20 01:00:00,resistance,1.157533,1.16391,168,24,weak
115133,2025-08-20 03:00:00,resistance,1.164157,1.167365,23,24,weak
115133,2025-08-20 03:00:00,support,1.1618,1.164615,37,24,weak
115139,2025-08-20 04:30:00,resistance,1.164157,1.167365,24,24,weak
115143,2025-08-20 05:30:00,support,1.1618,1.164615,38,24,weak
115151,2025-08-20 07:30:00,resistance,1.165649,1.167874,19,24,weak
115156,2025-08-20 08:45:00,support,1.1618,1.164615,39,24,weak
115160,2025-08-20 09:45:00,resistance,1.166406,1.168677,23,24,weak
115166,2025-08-20 11:15:00,support,1.164392,1.168482,40,24,weak
115172,2025-08-20 12:45:00,support,1.164392,1.168482,41,24,weak
115181,2025-08-20 15:00:00,resistance,1.166406,1.168677,24,24,weak
115190,2025-08-20 17:15:00,support,1.164392,1.168482,42,24,weak
115191,2025-08-20 17:30:00,support,1.164392,1.168482,43,24,weak
115194,2025-08-20 18:15:00,resistance,1.165528,1.167874,20,24,weak
115211,2025-08-20 22:30:00,resistance,1.164157,1.167365,25,24,weak
115211,2025-08-20 22:30:00,support,1.1618,1.164615,40,24,weak
115219,2025-08-21 00:30:00,support,1.1618,1.164615,41,24,weak
115223,2025-08-21 01:30:00,resistance,1.164157,1.167365,26,24,weak
115229,2025-08-21 03:00:00,resistance,1.164157,1.167365,27,24,weak
115233,2025-08-21 04:00:00,support,1.1618,1.164615,42,24,weak
115236,2025-08-21 04:45:00,resistance,1.166015,1.168677,25,24,weak
115242,2025-08-21 06:15:00,resistance,1.166015,1.168677,26,24,weak
115249,2025-08-21 08:00:00,resistance,1.165654,1.168677,27,24,weak
115253,2025-08-21 09:00:00,support,1.1618,1.164615,43,24,weak
115255,2025-08-21 09:30:00,resistance,1.165521,1.168677,28,24,weak
115266,2025-08-21 12:15:00,support,1.15534,1.16166,130,24,weak
115267,2025-08-21 12:30:00,resistance,1.157533,1.16391,169,24,weak
115276,2025-08-21 14:45:00,resistance,1.157533,1.16391,170,24,weak
